id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
14856,Women,Accessories,Wallets,Wallets,Beige,Summer,2011.0,Casual,United Colors of Benetton Women Solid Beige Wallets
27846,Women,Apparel,Topwear,Blazers,Charcoal,Summer,2012.0,Formal,Scullers For Her Charcoal Blazer
26994,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Jealous 21 Women Black Jeans
49839,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,2012.0,Casual,iPanema Women Red Flip Flops
31923,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Fabindia Women Blue Silk Sling Bag
2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010.0,Casual,Carlton London Women Silver Wedge Sandal
54588,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurta
49005,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
36934,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017.0,Casual,Giorgio Armani Women Idole Perfume
39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012.0,Ethnic,Aneri Women Black & Maroon Salwar Suit
20851,Women,Accessories,Bags,Clutches,Red,Winter,2015.0,Casual,Spice Art Women Ribbon Embroidery Red Clutch
58177,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Rocky S Women Brown Handbag
51455,Women,Apparel,Topwear,Shrug,Pink,Summer,2012.0,Casual,Tonga Women Pink Printed Shrug
47530,Women,Footwear,Shoes,Flats,Copper,Winter,2012.0,Casual,Portia Women Copper-Toned & Brown Sandals
43190,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch
30462,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Lovable Women All Day Long Black Bra
54127,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Heels
59638,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Wedding Collection Sari
4140,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2015.0,Casual,Skechers Women Green Shoe
11385,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Black Sweatshirts
53130,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Brown Sandals
44187,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Nike Fragrances Women 5th Element Perfume 150 ml
21510,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Kiara Women Graphiti White Handbag
35322,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings
17072,Women,Accessories,Belts,Belts,Grey,Winter,2015.0,Casual,Lino Perros Women Weaved  Grey Belt
31782,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Lee Women Paula Blue Top
56026,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Soft Touch Mousse Lipstick 025
21948,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag
32563,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2012.0,Casual,ONLY Women directoire blue Trousers
58980,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Colour me Women Flowers Deo
24406,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Vishudh Women Red Printed Kurta
21174,Women,Apparel,Topwear,Tops,Beige,Fall,2011.0,Casual,s.Oliver Women Stripes Beige Top
15341,Women,Apparel,Bottomwear,Shorts,Pink,Fall,2011.0,Sports,Nike Women Solid Pink Shorts
52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,2015.0,Casual,Red Rose Maroon Camisole
47366,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Bag
9835,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Little Miss Women Printed Grey T-shirt
7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Black Jegging
27283,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011.0,Ethnic,Mother Earth Women Magenta Kurta
9009,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Snake Print Bag Brown Handbags
42614,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Earrings & Pendant Set
12164,Women,Apparel,Topwear,Dupatta,Orange,Fall,2011.0,Ethnic,Aurelia Women Voile Orange Dupatta
26351,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8472
46086,Women,Footwear,Shoes,Sports Shoes,Lavender,Summer,2012.0,Sports,ADIDAS Women Lavender Hagkok Sports Shoes
51031,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Enamor White Bra
55491,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024
3701,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Women Flower Heart Black Long T-shirt
42426,Women,Apparel,Topwear,Kurtas,Sea Green,Summer,2012.0,Ethnic,Aurelia Women Sea Green Kurta
56214,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Women Gold Earrings
10401,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Uaine Purple Tops
40371,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Tokyo Talkies Women Navy Slim Fit Jeans
37223,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Top
32597,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,ONLY Women Black Top
33445,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Baggit Women Lamboo Mayur Black Wallet
57100,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Elle Women Dark Pink Top
36137,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012.0,Sports,Nike Women Free Run Pink Sports Shoes
52472,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015.0,Casual,Red Rose Women White & Pink Polka Dot Print Bath Robe
20052,Women,Accessories,Mufflers,Mufflers,Yellow,Fall,2011.0,Casual,United Colors Of Benetton Women Yellow Muffler
5630,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,ADIDAS Women's Adi Groove Blue Flip Flop
47392,Women,Accessories,Bags,Handbags,Beige,Fall,2012.0,Casual,Baggit Women Beige Bag
50325,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Aurelia Women Navy Blue Kurta
46240,Women,Apparel,Topwear,Tunics,White,Summer,2012.0,Casual,Fusion Beats Women White Printed Tunic
27277,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Mother Earth Women Blue Kurta
13042,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Inc 5 Women Brown Heels
6889,Women,Apparel,Topwear,Jackets,Cream,Summer,2011.0,Casual,Forever New Women Stone Cream Jacket
31312,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012.0,Ethnic,W Women Peach Kurta
55657,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Golden Wedges
19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Top
27879,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Scullers For Her Women Blue Top
34452,Women,Footwear,Shoes,Flats,Copper,Winter,2012.0,Casual,Rocia Women Copper Sandals
28831,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017.0,Casual,Enamor Women Pack of 3 Mid-Rise Bikini Brief
2627,Women,Footwear,Shoes,Flats,Silver,Fall,2010.0,Casual,Carlton London Women Wedge Silver Sandal
27045,Women,Accessories,Bags,Clutches,Off White,Summer,2012.0,Casual,Yelloe Off White Fur Zip Clutch
13270,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Palm Tree Kids Girls Printed White Tops
55465,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,Casual,Revlon Super Lusterous Lipstick 304
40385,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Tokyo Talkies Women Yellow Top
5402,Women,Footwear,Shoes,Sports Shoes,Purple,,2011.0,Sports,Kalenji Ekiden 200 Wn Purple 2011
44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012.0,Casual,Lotto Women Coral Elegant Flip Flops
28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Urban Yoga Women Printed Pink T-shirt
55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,,Lakme Absolute Lip Last Day Kiss Lip Colour
3391,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Murcia Women White With Stitch Bag
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Lovable Women Fiona Purple Bra
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2015.0,Casual,Jockey Women Blue Lounge Pants
57756,Women,Personal Care,Skin Care,Face Wash and Cleanser,Green,Spring,2017.0,Casual,Lotus Herbals Neem & Clove Purifying Face Wash
33213,Women,Apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Sepia Women Printed Magenta Top
39729,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Arrow Woman Olive Top
56684,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,Fabindia Beige & Maroon Mull Printed Saree
4988,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear
14431,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Casual Black Flats
20604,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Umbrella Dum Brown Handbag
52224,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2012.0,Casual,Lencia Grey Swarovski Pearl Necklace
45293,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,CASIO SHEEN Women Red Dial Watch SX017
33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Mother Earth Women Printed Cream Kurta
25144,Women,Accessories,Bags,Handbags,Orange,Winter,2015.0,Casual,Lino Perros Women Leatherite Orange Handbag
41401,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Wrangler Women White Smocked Top
37481,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Esprit Women White Dial Watch
44173,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Nike Fragrances Women Trendy Perfume 75ml
25978,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,J.Del Pozo Halloween Kiss Sexy Women Perfume
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,2015.0,Casual,Lino Perros Women Blue Zip Orange Wallet
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019.0,Casual,Lakme Nine to Five Flawless Makeup Shell Foundation
43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,2012.0,Sports,Reebok Women Charcoal Grey Fuel Techno Sports Shoes
46278,Women,Apparel,Topwear,Tunics,Red,Summer,2012.0,Casual,109F Women Red & White Striped Tunic
39147,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,2012.0,Ethnic,Aneri Women Purple Salwar Suit
36933,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017.0,Casual,Bulgari Women Omnia Perfume
57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Elle Women Brown Trousers
58170,Women,Accessories,Bags,Clutches,Red,Fall,2012.0,Casual,Rocky S Women Red Clutch
39375,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Helix Women Silver Dial Watch
14851,Women,Accessories,Wallets,Wallets,Coffee Brown,Summer,2011.0,Casual,United Colors of Benetton Women Solid Coffee Brown Wallets
31924,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Fabindia Women Black Silk Handbag
26993,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans
43538,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,French Connection Women Blue Top
14409,Women,Footwear,Shoes,Heels,White,Summer,2012.0,Casual,Enroute Women Casual White Heels
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans
29583,Women,Footwear,Shoes,Flats,Silver,Summer,2012.0,Casual,Puma Women Grace Silver Sandals
55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134
7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women's Aaren Black Jegging
28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Urban Yoga Women Black Track Pants
55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Lakme Absolute Matte Merlot Lipstick 45
27419,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Winter,2015.0,Casual,Jockey Women Black Lounge Pants
19124,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011.0,Casual,Lotto Women XL Kelly Pink Slippers
49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Mineral Women Grey Skirt
48786,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012.0,Ethnic,Mother Earth Women Printed Yellow Kurta
58514,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Tonga Women Grey Top
33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,Puma Women Kuris Silver & Grey Sports Shoes
25940,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012.0,Casual,Femella Women Yellow & Blue Scarf
59600,Women,Apparel,Saree,Sarees,Rust,Fall,2012.0,Ethnic,FNF Rust Wedding Collection Sari
42846,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,French Connection Women Multi Stripe Hand Bag
35128,Women,Accessories,Jewellery,Bracelet,Purple,Winter,2012.0,Casual,Allen Solly Woman Purple Bangle
43994,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Police Women Passion Deo
3953,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Jealous 21 Women's Red Peace T-shirt
28697,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,W Women Printed Black Kurta
42248,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Sepia Women Pink Top
48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
18002,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,Puma Women Essential Skinny Black 3/4 Pant
44983,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Women Silver Dial Watch
38405,Women,Accessories,Belts,Belts,White,Summer,2012.0,Casual,Baggit Women White Capri Taj Belt
53934,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Kiara Women Brown Handbag
25188,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Handbag
53108,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings
21528,Women,Accessories,Bags,Handbags,Copper,Winter,2015.0,Casual,Kiara Women Sequins Copper Handbag
59432,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Spice Art Women Black Handbag
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,Allen Solly Women Red Shorts
18466,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Reebok Reebounce Women Perfumes
26369,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Woman Blue Shirt
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Carlton London Women Blue & Cream Shoes
45409,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Brown Sandals
58184,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Rocky S Women Beige Handbag
59264,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Watch
14099,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Flying Machine Women Solid Pink Tops
51009,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Enamor Rose Full Figure Bra FF07
29113,Women,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Women Pack of 3 Socks
26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Check Navy Blue Top
27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aneri Women Jazz Brown Kurta
48124,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Women Brown Huarache Weave Belt
51835,Women,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Bwitch Red Lace  Briefs
57563,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,,Lotus Herbals Pure Colours Nutty Brown Lipstick 666
33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Mother Earth Women Pink Kurta
41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink T-shirt
11376,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops
25143,Women,Accessories,Bags,Clutches,Silver,Winter,2015.0,Casual,Lino Perros Women Silver Clutch
44174,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017.0,Casual,Nike Fragrances Women Sensual Touch Perfume and Deo Set
20431,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Tijori Viva Brown Wallet
7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Women's Smash Pink T-shirt
17081,Women,Accessories,Wallets,Wallets,Blue,Winter,2015.0,Casual,Lino Perros Women Denim Blue Wallet
55234,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019.0,Casual,Lakme 9to5 Flawless Makeup Marble Foundation
3396,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Murcia Women Turquoise Blue Handbag
55006,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,2017.0,,Lakme Sheer Satin Lip Gloss 51
27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015.0,Casual,Jockey Women Grey Melange Shorts
2244,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,ADIDAS Women's Black T-shirt
33214,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Sepia Women Printed Black & Green Tunic
10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Reebok Women Reeflex Run Blue Sports Shoes
20603,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Baggit Women Selection Mayur Black Sling Bag
58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,ALayna Women Off White  Kurta
45294,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO SHEEN Women Black Dial Watch SX041
52223,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,2012.0,Casual,Lencia White Swarovski Pearl Necklace
34455,Women,Footwear,Shoes,Heels,Black,Spring,2013.0,Formal,Rocia Women Black Shoes
27042,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Yelloe Black Animal Print Clutch
28836,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,BIBA Women Printed Multi Coloured Kurta
55462,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Revlon Super Lustrous Plum Baby Lipstick 313
11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans
40382,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tokyo Talkies Women Pink Top
57335,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Bra BCSO01
52647,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Mod'acc Women Black Handbag
20267,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels
44722,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012.0,Casual,Lotto Women Red & Orange Disco Holic Flip Flops
39178,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue & Brown Printed Kurta
32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,ONLY Women Brown Shorts
25527,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Stella Green Shirt
57107,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Elle Women Green Essentials Top
33442,Women,Accessories,Bags,Handbags,Teal,Winter,2016.0,Casual,Baggit Women Rade Doko Teal Handbag
58973,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Colour Me Women Pink Perfume
52475,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Winter,2015.0,,Red Rose White & Red Dot Print Bath Robe
20055,Women,Accessories,Mufflers,Mufflers,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Grey Muffler
50322,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Black Kurta
47395,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Handbag
46247,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Fusion Beats Women Dark Pink Tunic
7160,Women,Apparel,Topwear,Tunics,Purple,Fall,2011.0,Casual,Scullers For Her Women Fashion Summer Lite Aubergine Tunics
22702,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Nike Women Beige Dunk High Casual Shoes
43735,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Ethnic,Royal Diadem Set of 2 Golden Bangles
13045,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Inc 5 Women Casual Maroon Sandals
27270,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Printed Maroon Kurta
55650,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multi-coloured Heels
31315,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,W Women Brown Kurta
6274,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Women's Crystal Benetton Green T-shirt
48927,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
